Probe,chrom,chromStart,chromEnd,s,v,d,tss,g
PPIL3,2,200886769,200891769,-,-0.58788216,5000,200889269,2200889269
NIF3L,2,200886888,200891888,+,-0.58788216,5000,200889388,2200889388
AC005037.3,2,200960763,200965763,+,-0.70918846,5000,200963263,2200963263
ORC2,2,200961180,200966180,-,-0.58788216,5000,200963680,2200963680
FAM126B,2,201069169,201074169,-,-1.0502254,5000,201071669,2201071669
NDUFB3,2,201069239,201074239,+,-1.0502254,5000,201071739,2201071739
RP11-13J8.,2,201098882,201103882,+,-3.0826468,5000,201101382,2201101382
CFLAR,2,201113604,201118604,+,-3.0826468,5000,201116104,2201116104
AC007283.5,2,201164465,201169465,+,-2.4546156,5000,201166965,2201166965
CASP,2,201180381,201185381,+,-2.1497612,5000,201182881,2201182881
TRAK2,2,201449079,201454079,-,-0.8416388,5000,201451579,2201451579
STRADB,2,201449169,201454169,+,-0.8416388,5000,201451669,2201451669
ALS2CR,2,201616675,201621675,-,-1.5420785,5000,201619175,2201619175
TMEM237,2,201641017,201646017,-,-0.8416388,5000,201643517,2201643517
ALS2,2,201778689,201783689,-,-1.4546157,5000,201781189,2201781189
CDK15,2,201803875,201808875,+,-1.7871909,5000,201806375,2201806375
RP11-107N15.,2,202031037,202036037,-,0.22610582,5000,202033537,2202033537
FZD7,2,202032087,202037087,+,0.35273927,5000,202034587,2202034587
AC079354.3,2,202114558,202119558,-,-2.9571161,5000,202117058,2202117058
AC079354.5,2,202176891,202181891,-,-3.7347236,5000,202179391,2202179391
SUMO,2,202236108,202241108,-,-0.45461562,5000,202238608,2202238608
NOP58,2,202263216,202268216,+,-0.3923314,5000,202265716,2202265716
RP11-686O6.,2,202334239,202339239,+,-2.0826468,5000,202336739,2202336739
RP11-686O6.2,2,202373104,202378104,-,-0.33262512,5000,202375604,2202375604
BMPR2,2,202374436,202379436,+,-0.33262512,5000,202376936,2202376936
FAM117B,2,202632688,202637688,+,-1.1497611,5000,202635188,2202635188
ICA1L,2,202869142,202874142,-,-0.35225394,5000,202871642,2202871642
CARF,2,202909714,202914714,+,-0.92736864,5000,202912214,2202912214
WDR12,2,202909726,202914726,-,-0.92736864,5000,202912226,2202912226
NBEAL,2,203012379,203017379,+,-1.7871909,5000,203014879,2203014879
CYP20A,2,203236440,203241440,+,-0.5420785,5000,203238940,2203238940
ABI2,2,203325719,203330719,+,-0.73472357,5000,203328219,2203328219
RP11-363J17.,2,203326726,203331726,-,-0.92736864,5000,203329226,2203329226
RAPH,2,203532910,203537910,-,-0.98748964,5000,203535410,2203535410
CD28,2,203704048,203709048,+,-2.0826468,5000,203706548,2203706548
CTLA4,2,203865286,203870286,+,-1.8416387,5000,203867786,2203867786
ICOS,2,203934248,203939248,+,-2.0826468,5000,203936748,2203936748
AC009965.2,2,204087957,204092957,+,-2.5420785,5000,204090457,2204090457
AC009498.,2,204232485,204237485,-,-3.0826468,5000,204234985,2204234985
AC016903.,2,204471337,204476337,-,-2.7347236,5000,204473837,2204473837
AC016903.2,2,204472856,204477856,+,-2.6351879,5000,204475356,2204475356
PARD3B,2,204543293,204548293,+,-1.1845264,5000,204545793,2204545793
NRP2,2,205680000,205685000,+,-0.6113411,5000,205682500,2205682500
AC007362.3,2,205761506,205766506,-,-1.1497611,5000,205764006,2205764006
AC007679.3,2,205987085,205992085,+,-1.7347237,5000,205989585,2205989585
AC007383.3,2,206082105,206087105,+,-0.050225396,5000,206084605,2206084605
INO80D,2,206083682,206088682,-,-0.16703907,5000,206086182,2206086182
GCSHP3,2,206113047,206118047,+,-3.9571161,5000,206115547,2206115547
EEF1B2,2,206157085,206162085,+,-1.1158137,5000,206159585,2206159585
NDUFS,2,206157103,206162103,-,-1.1158137,5000,206159603,2206159603
GPR,2,206215524,206220524,-,-2.1497612,5000,206218024,2206218024
ZDBF2,2,206272163,206277163,+,-0.86965317,5000,206274663,2206274663
ADAM23,2,206441039,206446039,+,-0.7607187,5000,206443539,2206443539
AC010731.2,2,206607312,206612312,-,-3.0826468,5000,206609812,2206609812
AC010731.3,2,206637573,206642573,+,-0.98748964,5000,206640073,2206640073
AC010731.4,2,206641727,206646727,+,-1.0502254,5000,206644227,2206644227
DYTN,2,206715896,206720896,-,-1.8416387,5000,206718396,2206718396
FASTKD2,2,206762857,206767857,+,-1.1845264,5000,206765357,2206765357
MDH1B,2,206763047,206768047,-,-1.1845264,5000,206765547,2206765547
RP11-95H11.,2,206819794,206824794,-,-2.0185165,5000,206822294,2206822294
AC008269.2,2,206864295,206869295,+,-2.0185165,5000,206866795,2206866795
CPO,2,206937054,206942054,+,-3.0826468,5000,206939554,2206939554
KLF7-IT,2,207119544,207124544,-,-2.5420785,5000,207122044,2207122044
KLF7,2,207163445,207168445,-,-0.14976107,5000,207165945,2207165945
AC007879.,2,207171134,207176134,+,-3.3721535,5000,207173634,2207173634
AC007879.4,2,207224449,207229449,+,-2.0826468,5000,207226949,2207226949
AC007879.2,2,207233566,207238566,-,-1.957116,5000,207236066,2207236066
AC007879.3,2,207235375,207240375,-,-2.4546156,5000,207237875,2207237875
AC007879.7,2,207237150,207242150,+,-2.8416388,5000,207239650,2207239650
AC007879.5,2,207251752,207256752,-,-3.2201505,5000,207254252,2207254252
AC007879.6,2,207257945,207262945,+,-2.4546156,5000,207260445,2207260445
CREB,2,207527392,207532392,+,0.07263135,5000,207529892,2207529892
METTL21A,2,207622483,207627483,-,-0.5420785,5000,207624983,2207624983
AC079767.4,2,207659875,207664875,+,-2.4546156,5000,207662375,2207662375
CCNYL,2,207709040,207714040,+,-0.51971066,5000,207711540,2207711540
RP11-801F7.,2,207751935,207756935,-,-1.2566763,5000,207754435,2207754435
FZD5,2,207767063,207772063,-,-0.13268755,5000,207769563,2207769563
AC096772.6,2,207820269,207825269,-,-2.294151,5000,207822769,2207822769
AC083900.,2,207867415,207872415,-,-2.4546156,5000,207869915,2207869915
PLEKHM3,2,208023060,208028060,-,-0.98748964,5000,208025560,2208025560
CRYGD,2,208122001,208127001,-,-3.9571161,5000,208124501,2208124501
CRYGC,2,208127330,208132330,-,-3.0826468,5000,208129830,2208129830
CRYGB,2,208143668,208148668,-,-2.3721535,5000,208146168,2208146168
CRYGA,2,208161076,208166076,-,-2.0826468,5000,208163576,2208163576
C2orf8,2,208187573,208192573,-,-2.5420785,5000,208190073,2208190073
IDH,2,208252633,208257633,-,-1.0185165,5000,208255133,2208255133
PTH2R,2,208404331,208409331,+,-3.3721535,5000,208406831,2208406831
AC019185.4,2,208467350,208472350,+,-1.8982222,5000,208469850,2208469850
MAP2,2,209576921,209581921,+,-2.2201502,5000,209579421,2209579421
UNC8,2,209769493,209774493,+,-1.1158137,5000,209771993,2209771993
RPE,2,210000065,210005065,+,-1.0826468,5000,210002565,2210002565
RP11-260M2.,2,210025917,210030917,+,-2.2201502,5000,210028417,2210028417
AC007038.7,2,210028233,210033233,+,-2.0185165,5000,210030733,2210030733
KANSL1L,2,210168883,210173883,-,-0.43355402,5000,210171383,2210171383
AC006994.2,2,210169018,210174018,+,-0.43355402,5000,210171518,2210171518
ACADL,2,210222991,210227991,-,-0.5420785,5000,210225491,2210225491
MYL,2,210312690,210317690,-,-2.4546156,5000,210315190,2210315190
LANCL,2,210474267,210479267,-,-1.8416387,5000,210476767,2210476767
CPS,2,210554038,210559038,+,-3.0826468,5000,210556538,2210556538
AC093381.2,2,212792840,212797840,+,-2.2201502,5000,212795340,2212795340
AC108066.,2,212908503,212913503,+,-2.294151,5000,212911003,2212911003
AC079610.,2,213019045,213024045,-,-3.3721535,5000,213021545,2213021545
RP11-105N14.,2,213150470,213155470,+,-1.2566763,5000,213152970,2213152970
RP11-105N14.3,2,213165212,213170212,-,-2.294151,5000,213167712,2213167712
RP11-105N14.2,2,213273652,213278652,-,-2.5420785,5000,213276152,2213276152
AC079610.2,2,213281705,213286705,-,-1.6840974,5000,213284205,2213284205
SPAG16,2,213281889,213286889,+,-1.7347237,5000,213284389,2213284389
VWC2L,2,214408565,214413565,+,-1.4546157,5000,214411065,2214411065
VWC2L-IT,2,214507696,214512696,+,-2.5420785,5000,214510196,2214510196
BARD,2,214807204,214812204,-,-1.4546157,5000,214809704,2214809704
AC072062.,2,214807729,214812729,+,-1.5420785,5000,214810229,2214810229
RP11-548N17.,2,215002282,215007282,+,-2.9571161,5000,215004782,2215004782
AC072062.3,2,215019498,215024498,+,-2.8416388,5000,215021998,2215021998
ABCA12,2,215135928,215140928,-,-2.3721535,5000,215138428,2215138428
AC073284.4,2,215272492,215277492,+,-2.9571161,5000,215274992,2215274992
ATIC,2,215309317,215314317,+,-1.4976845,5000,215311817,2215311817
FN,2,215433672,215438672,-,-0.814158,5000,215436172,2215436172
AC012462.,2,215433753,215438753,+,-0.814158,5000,215436253,2215436253
AC012462.2,2,215451207,215456207,+,-2.6351879,5000,215453707,2215453707
AC012462.3,2,215474167,215479167,+,-3.3721535,5000,215476667,2215476667
AC012668.,2,215543026,215548026,-,-2.6351879,5000,215545526,2215545526
AC012668.2,2,215543698,215548698,+,-2.5420785,5000,215546198,2215546198
AC012668.3,2,215580135,215585135,-,-2.9571161,5000,215582635,2215582635
AC093850.2,2,215715543,215720543,+,-4.2201505,5000,215718043,2215718043
LINC00607,2,215841036,215846036,-,-2.7347236,5000,215843536,2215843536
AC122136.2,2,215867423,215872423,+,-2.6351879,5000,215869923,2215869923
AC093382.,2,215939219,215944219,-,-2.7347236,5000,215941719,2215941719
MREG,2,216011123,216016123,-,-1.0826468,5000,216013623,2216013623
PECR,2,216079316,216084316,-,-1.2566763,5000,216081816,2216081816
TMEM169,2,216079395,216084395,+,-1.2566763,5000,216081895,2216081895
XRCC5,2,216104964,216109964,+,-0.09913499,5000,216107464,2216107464
RP11-566E18.,2,216208904,216213904,+,-1.5420785,5000,216211404,2216211404
PKI55,2,216214545,216219545,+,-2.3721535,5000,216217045,2216217045
AC012513.6,2,216257095,216262095,+,-3.5420787,5000,216259595,2216259595
AC069155.,2,216300825,216305825,+,-2.4546156,5000,216303325,2216303325
MARCH4,2,216369527,216374527,-,-0.65943545,5000,216372027,2216372027
SMARCAL,2,216409914,216414914,+,-1.0185165,5000,216412414,2216412414
AC098820.2,2,216410196,216415196,-,-1.0185165,5000,216412696,2216412696
AC098820.4,2,216484696,216489696,-,-2.9571161,5000,216487196,2216487196
RPL37A,2,216495689,216500689,+,-1.294151,5000,216498189,2216498189
AC098820.3,2,216496261,216501261,-,-1.4546157,5000,216498761,2216498761
AC073321.4,2,216602271,216607271,+,-1.5420785,5000,216604771,2216604771
LINC0128,2,216604438,216609438,-,-2.0185165,5000,216606938,2216606938
IGFBP2,2,216630895,216635895,+,-0.56479853,5000,216633395,2216633395
AC007563.5,2,216691964,216696964,+,-0.16703907,5000,216694464,2216694464
IGFBP5,2,216693025,216698025,-,-0.47598928,5000,216695525,2216695525
AC007563.3,2,216797108,216802108,+,-3.7347236,5000,216799608,2216799608
AC007557.4,2,216852632,216857632,-,-1.8416387,5000,216855132,2216855132
TNP,2,216857564,216862564,-,-2.9571161,5000,216860064,2216860064
AC007557.2,2,216865313,216870313,-,-2.7347236,5000,216867813,2216867813
AC007557.3,2,216865512,216870512,+,-2.8416388,5000,216868012,2216868012
AC007557.,2,216868272,216873272,+,-3.5420787,5000,216870772,2216870772
AC007563.,2,216871432,216876432,-,-3.7347236,5000,216873932,2216873932
RP11-574O16.,2,216993406,216998406,+,-3.7347236,5000,216995906,2216995906
DIRC3,2,217754055,217759055,-,-1.5878822,5000,217756555,2217756555
TNS,2,217941628,217946628,-,-3.0826468,5000,217944128,2217944128
AC010136.2,2,217976207,217981207,+,-1.957116,5000,217978707,2217978707
RUFY4,2,218032488,218037488,+,-0.6113411,5000,218034988,2218034988
CXCR2,2,218123504,218128504,+,-3.0826468,5000,218126004,2218126004
CXCR,2,218164495,218169495,-,-2.0826468,5000,218166995,2218166995
ARPC2,2,218214710,218219710,+,-0.29415098,5000,218217210,2218217210
RP11-378A13.,2,218252819,218257819,+,-2.294151,5000,218255319,2218255319
GPBAR,2,218256996,218261996,+,-2.0826468,5000,218259496,2218259496
AAMP,2,218267757,218272757,-,-0.8416388,5000,218270257,2218270257
PNKD,2,218267985,218272985,+,-0.73472357,5000,218270485,2218270485
TMBIM,2,218290077,218295077,-,-1.5878822,5000,218292577,2218292577
CATIP,2,218354356,218359356,+,-2.0826468,5000,218356856,2218356856
RP11-378A13.2,2,218396719,218401719,-,1.1926311,5000,218399219,2218399219
CTDSP,2,218397255,218402255,+,0.97362137,5000,218399755,2218399755
VIL,2,218416592,218421592,+,-1.2201505,5000,218419092,2218419092
USP37,2,218565861,218570861,-,-0.8416388,5000,218568361,2218568361
RQCD,2,218566080,218571080,+,-0.8416388,5000,218568580,2218568580
PLCD4,2,218605265,218610265,+,-3.0826468,5000,218607765,2218607765
RP11-548H3.,2,218631514,218636514,-,-3.0826468,5000,218634014,2218634014
ZNF142,2,218657024,218662024,-,-0.92736864,5000,218659524,2218659524
BCS1L,2,218657209,218662209,+,-0.8982223,5000,218659709,2218659709
STK36,2,218669526,218674526,+,-1.1845264,5000,218672026,2218672026
RNF25,2,218669911,218674911,-,-1.1845264,5000,218672411,2218672411
TTLL4,2,218708375,218713375,+,-1.6840974,5000,218710875,2218710875
CYP27A,2,218779256,218784256,+,-1.0826468,5000,218781756,2218781756
RP11-459I19.,2,218816190,218821190,+,-5.5420785,5000,218818690,2218818690
PRKAG3,2,218829316,218834316,-,-2.8416388,5000,218831816,2218831816
WNT6,2,218857321,218862321,+,1.3767848,5000,218859821,2218859821
WNT10A,2,218877863,218882863,+,1.1790206,5000,218880363,2218880363
LINC01494,2,218928136,218933136,-,-1.0185165,5000,218930636,2218930636
CDK5R2,2,218957155,218962155,+,1.9295967,5000,218959655,2218959655
AC097468.7,2,218959403,218964403,-,2.0689464,5000,218961903,2218961903
LINC00608,2,218972893,218977893,+,-1.0826468,5000,218975393,2218975393
FEV,2,218983157,218988157,-,2.882088,5000,218985657,2218985657
CRYBA2,2,218990921,218995921,-,1.8925498,5000,218993421,2218993421
AC097468.4,2,218999715,219004715,+,1.6915412,5000,219002215,2219002215
IHH,2,219057967,219062967,-,2.5949125,5000,219060467,2219060467
RP11-33O4.,2,219067309,219072309,-,-2.7347236,5000,219069809,2219069809
NHEJ,2,219158353,219163353,-,-0.98748964,5000,219160853,2219160853
SLC23A3,2,219167595,219172595,-,-2.4546156,5000,219170095,2219170095
CNPPD,2,219174466,219179466,-,-0.2566763,5000,219176966,2219176966
FAM134A,2,219175717,219180717,+,-0.23829775,5000,219178217,2219178217
ZFAND2B,2,219204293,219209293,+,-1.1158137,5000,219206793,2219206793
ABCB6,2,219216490,219221490,-,-0.51971066,5000,219218990,2219218990
ATG9A,2,219227217,219232217,-,-1.8982222,5000,219229717,2219229717
ANKZF,2,219227257,219232257,+,-1.8982222,5000,219229757,2219229757
STK16,2,219242955,219247955,+,-1.2566763,5000,219245455,2219245455
GLB1L,2,219242972,219247972,-,-1.2566763,5000,219245472,2219245472
TUBA4A,2,219251532,219256532,-,0.5768626,5000,219254032,2219254032
DNAJB2,2,219276767,219281767,+,-0.6113411,5000,219279267,2219279267
AC114803.3,2,219296502,219301502,+,-1.7347237,5000,219299002,2219299002
PTPRN,2,219307073,219312073,-,-0.7607187,5000,219309573,2219309573
RESP18,2,219330677,219335677,-,-1.1497611,5000,219333177,2219333177
DNPEP,2,219385515,219390515,-,-0.70918846,5000,219388015,2219388015
AC053503.4,2,219385996,219390996,+,-0.56479853,5000,219388496,2219388496
DES,2,219415877,219420877,+,-2.2201502,5000,219418377,2219418377
AC053503.6,2,219423684,219428684,-,-1.6351879,5000,219426184,2219426184
AC053503.12,2,219424977,219429977,+,-1.6840974,5000,219427477,2219427477
SPEG,2,219434775,219439775,+,-2.6351879,5000,219437275,2219437275
RP11-316O14.,2,219495746,219500746,-,-1.1158137,5000,219498246,2219498246
GMPPA,2,219496367,219501367,+,-1.4127955,5000,219498867,2219498867
AC053503.,2,219514377,219519377,-,-3.5420787,5000,219516877,2219516877
CHPF,2,219541287,219546287,-,0.3159025,5000,219543787,2219543787
TMEM198,2,219541523,219546523,+,0.3159025,5000,219544023,2219544023
RP11-256I23.,2,219545158,219550158,-,-2.2201502,5000,219547658,2219547658
RP11-256I23.2,2,219556583,219561583,+,-2.1497612,5000,219559083,2219559083
OBSL,2,219568741,219573741,-,-0.14976107,5000,219571241,2219571241
INHA,2,219569695,219574695,+,-0.18452649,5000,219572195,2219572195
STK11IP,2,219595360,219600360,+,-1.6351879,5000,219597860,2219597860
AC009955.8,2,219624193,219629193,-,-1.0502254,5000,219626693,2219626693
SLC4A3,2,219625065,219630065,+,-0.98748964,5000,219627565,2219627565
RP11-256I23.3,2,219642590,219647590,+,-1.7347237,5000,219645090,2219645090
AC009502.4,2,219684487,219689487,+,-1.8416387,5000,219686987,2219686987
AC008281.,2,219902389,219907389,-,-3.0826468,5000,219904889,2219904889
AC114765.,2,220103156,220108156,+,-3.2201505,5000,220105656,2220105656
AC114765.2,2,220125046,220130046,+,-2.5420785,5000,220127546,2220127546
AC067956.,2,220448179,220453179,+,-3.2201505,5000,220450679,2220450679
AC093843.,2,220788578,220793578,+,-2.2201502,5000,220791078,2220791078
CTD-2308L22.,2,221570006,221575006,+,-0.018516535,5000,221572506,2221572506
EPHA4,2,221571702,221576702,-,-0.56479853,5000,221574202,2221574202
AC068489.,2,221635043,221640043,+,-4.2201505,5000,221637543,2221637543
CCDC14,2,222295647,222300647,+,2.6076686,5000,222298147,2222298147
RP11-384O8.,2,222316153,222321153,-,1.1303469,5000,222318653,2222318653
SGPP2,2,222422017,222427017,+,1.0201639,5000,222424517,2222424517
RP11-16P6.,2,222567219,222572219,-,-2.7347236,5000,222569719,2222569719
FARSB,2,222653837,222658837,-,-1.4546157,5000,222656337,2222656337
MOGAT,2,222669286,222674286,+,-2.0185165,5000,222671786,2222671786
ACSL3,2,222858434,222863434,+,-1.1158137,5000,222860934,2222860934
AC097461.4,2,222916863,222921863,-,-2.8416388,5000,222919363,2222919363
KCNE4,2,223049314,223054314,+,-4.2201505,5000,223051814,2223051814
AC013448.,2,223496273,223501273,+,-2.7347236,5000,223498773,2223498773
AC013448.2,2,223502976,223507976,+,-2.1497612,5000,223505476,2223505476
SCG2,2,223600003,223605003,-,-2.294151,5000,223602503,2223602503
AP1S3,2,223835102,223840102,-,-0.86965317,5000,223837602,2223837602
WDFY,2,223942887,223947887,-,-0.41279545,5000,223945387,2223945387
MRPL44,2,223954904,223959904,+,-1.1158137,5000,223957404,2223957404
AC073641.2,2,223965206,223970206,-,-1.6351879,5000,223967706,2223967706
SERPINE2,2,224036819,224041819,-,-0.20222849,5000,224039319,2224039319
FAM124B,2,224399585,224404585,-,-3.2201505,5000,224402085,2224402085
RP11-92F20.,2,224465303,224470303,+,-1.7871909,5000,224467803,2224467803
CUL3,2,224582848,224587848,-,-0.23829775,5000,224585348,2224585348
AC067961.,2,225397210,225402210,+,-2.0185165,5000,225399710,2225399710
NYAP2,2,225398148,225403148,+,-1.8416387,5000,225400648,2225400648
RP11-314B1.2,2,225696014,225701014,+,-3.7347236,5000,225698514,2225698514
RP11-314B1.,2,225759059,225764059,+,-2.6351879,5000,225761559,2225761559
AC068138.,2,226182871,226187871,-,-3.5420787,5000,226185371,2226185371
IRS,2,226797259,226802259,-,-0.787191,5000,226799759,2226799759
RP11-395N3.2,2,226797646,226802646,+,-0.814158,5000,226800146,2226800146
RP11-395N3.,2,226801536,226806536,+,-3.9571161,5000,226804036,2226804036
RHBDD,2,226833436,226838436,+,-1.7347237,5000,226835936,2226835936
COL4A4,2,227161613,227166613,-,0.01251036,5000,227164113,2227164113
COL4A3,2,227162065,227167065,+,0.042884007,5000,227164565,2227164565
AC097662.2,2,227322686,227327686,-,-1.3326252,5000,227325186,2227325186
MFF,2,227322739,227327739,+,-1.4127955,5000,227325239,2227325239
TM4SF2,2,227376806,227381806,-,-2.6351879,5000,227379306,2227379306
AGFG,2,227469662,227474662,+,-0.47598928,5000,227472162,2227472162
AC064853.2,2,227615290,227620290,-,-2.0185165,5000,227617790,2227617790
C2orf83,2,227630672,227635672,-,-2.5420785,5000,227633172,2227633172
SLC19A3,2,227715512,227720512,-,-2.1497612,5000,227718012,2227718012
